quality_policy,gap_mode,ordinary_lags_meaningful,stationarity_diagnostics_available,stationarity_alpha,original_adf_statistic,original_adf_pvalue,original_adf_rejects_unit_root,original_kpss_statistic,original_kpss_pvalue,original_kpss_rejects_stationarity,original_series_stationarity_conclusion,differenced_adf_statistic,differenced_adf_pvalue,differenced_kpss_statistic,differenced_kpss_pvalue,differenced_series_stationarity_conclusion,recommended_d,recommendation_strength,differencing_statistically_supported,stationarity_reason_codes,stationarity_observations_used,stationarity_missing_observations,stationarity_modelling_mode,stationarity_series_representation,stationarity_gaps_compressed,stationarity_interpolated,stationarity_contiguous_segment_used,stationarity_removed_nonfinite
default,longest_contiguous,True,True,0.05,-8.651973087389807,5.0865519301259424e-14,True,0.2966019474323312,0.1,False,stationary_supported,-6.459948962791878,1.4515933780330758e-08,0.03215688959877506,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|CONTIGUOUS_SEGMENT_DIAGNOSTIC,146,0,longest_contiguous,finite_values_from_longest_contiguous_segment,False,False,True,0
default,full_grid_missing,False,True,0.05,-4.013503200219777,0.0013414318428600748,True,0.7609624283229994,0.01,True,conflicting_rejections,-18.03898992493701,2.661465741173057e-30,0.09930464840504268,0.1,stationary_supported,,unresolved,False,ADF_REJECTS_UNIT_ROOT|KPSS_REJECTS_STATIONARITY|TEST_EXECUTION_WARNING|CONFLICTING_STATIONARITY_TESTS|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,148,full_grid_missing,finite_observed_values_from_full_grid_missing_series,True,False,False,148
default,interpolated_full_grid,True,True,0.05,-3.6745774480628546,0.004485292717115479,True,0.7652332693821118,0.01,True,conflicting_rejections,-18.571276524071383,2.082450267771323e-30,0.045291835742290176,0.1,stationary_supported,,unresolved,False,ADF_REJECTS_UNIT_ROOT|KPSS_REJECTS_STATIONARITY|TEST_EXECUTION_WARNING|CONFLICTING_STATIONARITY_TESTS|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC|INTERPOLATED_SERIES_DIAGNOSTIC,4537,97,interpolated_full_grid,finite_observed_and_interpolated_values_from_interpolated_full_grid,True,True,False,97
