injected_period_days,requested_duration_hours,requested_depth,n_cases,raw_harmonic_recovery,hardened_harmonic_recovery,ranking_changed_fraction,median_raw_mes,median_event_consistency_score,median_robust_veto_score,veto_pass_fraction,median_depth_chi2_pvalue,median_odd_even_pvalue,median_robust_event_snr,median_single_event_fraction,median_leave_one_out_ratio
2.0,2.0,0.0002,1,0.0,0.0,1.0,25.363013050705266,17.543094829807664,24.485313693871884,1.0,0.4182301823625498,0.06236573777935797,1.0900709554462649,0.32415111370010546,0.5012992114022022
2.0,4.0,0.0005,1,1.0,1.0,0.0,47.150376009348356,45.35819141419962,47.15037600934835,1.0,0.36131433762150306,0.023122087087765867,9.667898976035886,0.05301039977204126,0.9669881470935299
