period_days,epoch_days,duration_hours,mes,max_ses,source_index,raw_rank,expected_event_count_event_check,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_depth_weighted_mean,event_depth_weighted_mean_error,event_depth_chi2,event_depth_chi2_dof,event_depth_reduced_chi2,event_depth_chi2_pvalue,odd_even_tested,odd_event_count,even_event_count,odd_depth,even_depth,odd_even_depth_difference,odd_even_depth_difference_fraction,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_location,robust_event_weight_min,robust_event_effective_count,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,event_consistent_flag,transit_consistency_veto_pass,consistency_weight,event_consistency_score,robust_veto_score,hardened_rank
2.002547356649302,444.3488374589142,3.923358086496592,47.15037600934835,,0.0,1.0,47,46,0.9787234042553191,0.9347826086956522,0.05301039977204126,0.9680338135663579,9.750266414130703,9.325346423365728,0.95641965329797,0.9669881470935299,0.0004875758202461111,0.5417582188718432,0.0004094319009472829,4.1798279471038375e-05,47.75769165060486,45,1.0612820366801081,0.36131433762150306,True,23,23,0.0005116807514554583,0.00032127628885841067,0.00019040446259704767,0.4571771493168502,2.2714113644809717,0.023122087087765867,9.667898976035886,1.428878156386791,0.7182534843682986,45.77979177912571,False,False,False,False,False,False,False,False,pass,True,True,0.9619900253861516,45.35819141419962,47.15037600934835,1
4.005094713298604,446.3922531289645,5.885037129744887,40.29676460140355,,7.0,2.0,23,23,1.0,0.9130434782608695,0.09917827538920618,0.9417681666385571,7.13280465145487,6.563590124763062,0.9201976565311226,0.9408788377933858,0.0003455569730005381,0.8148086587341272,0.0003600699630733341,4.9792270428291536e-05,21.449318395780296,22,0.9749690179900135,0.49313780123915485,True,11,12,0.000294046956791868,0.00042104857455200665,-0.00012700161776013863,0.35520182183621046,-1.2743082171116376,0.20255420550414943,7.060030197524217,1.473787284652452,0.7886083916605149,22.947929488983586,False,False,False,False,False,False,False,False,pass,True,True,0.9484016293493926,38.21751720548006,40.29676460140355,2
4.025528869999107,444.04232510840666,9.80839521624148,32.60212143122848,,21.0,4.0,24,24,1.0,0.9166666666666666,0.1279009165706701,0.910016434882779,4.685409204189748,4.1206714751715525,0.8794688565273658,0.8983843292614189,0.00019619287008681985,0.6379459816209281,0.000178964963730772,4.059336366698019e-05,21.438087610526317,23,0.9320907656750572,0.5543529337050215,True,12,12,0.00011913591151787565,0.00023288815115843386,-0.0001137522396405582,0.6462753641085882,-1.3992290069969582,0.16174432074977144,4.6767688947102775,0.9849938361410207,0.2819992997246803,22.543679081768445,False,False,False,False,False,False,False,False,pass,True,True,0.9304235850425002,30.333782702034533,32.60212143122848,3
6.007642069947906,446.371818972264,3.923358086496592,32.041558755574435,,24.0,6.0,16,16,1.0,0.9375,0.13710060799779053,0.92042601813569,6.4852933284335395,5.775386212481586,0.8905358508859577,0.9197414719151907,0.0004747211688375108,0.7580603937041058,0.00046897049383207346,7.171002936330709e-05,18.08535350343761,15,1.2056902335625073,0.2582048676893031,True,8,8,0.0004043728321086234,0.0005484395460458138,-0.00014406671393719039,0.3024031115469813,-0.9991426900543425,0.31772557352399483,6.4565833513626325,1.614302462663961,0.9426544861011505,15.996895407569713,False,False,False,False,False,False,False,False,pass,True,True,0.9438576130743059,30.242669166216615,32.041558755574435,4
10.01273678324651,450.4177819989636,5.885037129744887,31.656383596592708,,26.0,7.0,9,9,1.0,0.8888888888888888,0.2014725430307668,0.8983433890903875,2.455220751857491,2.0576876866711737,0.8380866303424795,0.8889251093054259,0.000261284170008258,0.8832278350504895,0.000196000247985832,8.034223302119939e-05,3.7107493203303066,8,0.4638436650412883,0.8822325272055809,True,4,5,0.000188394025177563,0.0002027776611565917,-1.4383635979028692e-05,0.07354129392044804,-0.08936605862648159,0.9287909968056886,2.517417356407572,0.840425072132234,0.827156609085318,8.972478866104328,False,False,False,False,False,False,False,False,pass,True,True,0.9178860233066456,29.056952051746208,31.656383596592708,5
8.010189426597208,450.3973478422631,3.923358086496592,31.409546917251408,,27.0,8.0,11,11,1.0,1.0,0.18461405831159416,0.8969245358572464,4.569472493118425,3.907739720305821,0.8551839903163513,0.8969245358572464,0.0003450594518705774,0.7640715406546933,0.00039571983315329104,8.58618752603567e-05,7.004040832862228,10,0.7004040832862228,0.7250634188918313,True,5,6,0.000481902885973493,0.00029822162931066997,0.00018368125666282304,0.4709024086902756,1.0676007617359755,0.2857006398866803,4.569472493118425,1.3777477954112423,1.0,11.0,False,False,False,False,False,False,False,False,pass,True,True,0.947060999016033,29.746756882093077,31.409546917251408,6
10.07403925334802,446.04487246505596,9.80839521624148,31.305514118892916,,29.0,9.0,10,10,1.0,0.8,0.411072863719122,0.654363484756531,1.8326158100252097,0.9127698557690461,0.4980693993666299,0.5250112449435256,3.6748357507221385e-05,3.8960548321976387,9.448071932933627e-05,6.002171344264184e-05,14.59557857129009,9,1.6217309523655656,0.10266070657431013,True,5,5,8.891743501985169e-05,9.861057618082017e-05,-9.693141160968484e-06,0.1033780617509557,-0.07985915997653167,0.9363492716606592,1.4367131196774894,0.46845072774953644,0.3933904346087747,9.406158212229188,False,False,False,False,False,False,False,False,pass,True,True,0.7240514243902412,22.66680208905322,31.305514118892916,7
12.097020766697824,454.1572326751557,9.80839521624148,30.354944721233657,,44.0,11.0,7,7,1.0,1.0,0.20602531273040198,0.926303801814531,3.703569266942238,3.1761464794555314,0.857590678215623,0.9263038018145312,0.00032301367752723964,0.4346389159140586,0.0002699077465413208,7.329084300480175e-05,3.055461588885935,6,0.5092435981476559,0.8018543262172024,True,3,4,0.00028516903055580696,0.00025395557160571045,3.12134589500965e-05,0.11579311656322891,0.21289025005632753,0.8314125673982691,3.936141761709644,1.5235371675101488,0.4214026147623727,6.674755403281685,False,False,False,False,False,False,False,False,pass,True,True,0.9624467786919603,29.215018764323858,30.354944721233657,8
6.028076226648409,444.02189095170615,5.885037129744887,29.31208932214443,,85.0,16.0,16,15,0.9375,0.6666666666666666,0.1633096909349431,0.8964539025697038,2.7219550059634594,2.220091387120516,0.8156238373729825,0.8442508793246168,0.00024939519308264657,1.428039274357689,0.00017604765629046867,6.587295817057031e-05,17.91220018341141,14,1.2794428702436722,0.21080900156299898,True,8,7,0.00021213927162803213,0.00013353647852278546,7.860279310524667e-05,0.45477759473120366,0.594631020791918,0.552090139697728,2.7219550059634594,0.7028057604814926,1.0,15.0,False,False,False,False,False,False,False,False,pass,True,True,0.8293156772545474,24.308975207939994,29.31208932214443,9
13.99739733984461,444.4305740857162,3.923358086496592,29.137659929549375,,97.0,17.0,7,7,1.0,1.0,0.26912138037733985,0.8526917228931035,5.018338415821298,3.9616727429615275,0.7894391359641222,0.8526917228931039,0.0005514094887521526,0.47168644598396003,0.0005425134578200908,0.00010328569878260862,5.160776367370929,6,0.8601293945618215,0.5233640824153345,True,3,4,0.000495024771930057,0.0005622264105320068,-6.720163860194977e-05,0.1271252086858954,-0.2962311495738957,0.7670535618814275,5.018338415821298,1.8967536347178573,1.0,7.0,False,False,False,False,False,False,False,False,pass,True,True,0.9234130835617955,26.90609640332016,29.137659929549375,10
