retention_metric,method,pearson_correlation_with_recovery,spearman_correlation_with_recovery,median_when_recovered,median_when_missed
depth_retention_fraction,raw_bls,-0.7083164618162403,-0.5879215508560615,0.0691816277915353,0.3363912123366303
depth_retention_fraction,existing_tcf,-0.3272671019519712,-0.3565799744186211,0.0689675355132606,0.1351502732803588
depth_retention_fraction,kalman_bls,-0.3655475654528053,-0.4136327703256005,0.06739434201386325,0.1451922103577792
depth_retention_fraction,kalman_tcf,-0.47535933081495274,-0.43849730871449705,0.0691816277915353,0.24440956218293405
snr_retention_fraction,raw_bls,-0.7134990490795251,-0.5893180391003751,0.1323152220179487,0.6587307637767312
snr_retention_fraction,existing_tcf,-0.3303656974433867,-0.3617665922283465,0.13022445141458155,0.2653453744148334
snr_retention_fraction,kalman_bls,-0.3684338319925453,-0.41752273368289455,0.12643986440427935,0.278712579731972
snr_retention_fraction,kalman_tcf,-0.47858268947735416,-0.44129028520312447,0.1323152220179487,0.4743406299492769
