injected_depth,injection_count,bls_recovery_rate,tcf_recovery_rate,union_recovery_rate,bls_exact_recovery_rate,tcf_exact_recovery_rate,exact_union_recovery_rate,tcf_exact_period_present_top10_rate,tcf_exact_period_below_rank1_rate,tcf_exact_period_absent_top10_rate,tcf_top10_candidate_only_vs_bls_exact_rate,tcf_median_exact_period_rank_top10
0.0002,27,0.48148148148148145,0.4074074074074074,0.6666666666666666,0.37037037037037035,0.07407407407407407,0.4444444444444444,1.0,0.9259259259259259,0.0,0.6296296296296297,4.0
0.0005,27,1.0,0.9629629629629629,1.0,0.7777777777777778,0.9259259259259259,0.9629629629629629,1.0,0.07407407407407407,0.0,0.2222222222222222,1.0
0.001,27,1.0,1.0,1.0,0.7777777777777778,0.9629629629629629,0.9629629629629629,1.0,0.037037037037037035,0.0,0.2222222222222222,1.0
