injected_period_days,injection_count,bls_recovery_rate,tcf_recovery_rate,union_recovery_rate,bls_exact_recovery_rate,tcf_exact_recovery_rate,exact_union_recovery_rate,tcf_exact_period_present_top10_rate,tcf_exact_period_below_rank1_rate,tcf_exact_period_absent_top10_rate,tcf_top10_candidate_only_vs_bls_exact_rate,tcf_median_exact_period_rank_top10
2.0,27,0.8888888888888888,0.7407407407407407,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.7777777777777778,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0
5.0,27,0.8148148148148148,1.0,1.0,0.8148148148148148,0.6666666666666666,0.8148148148148148,1.0,0.3333333333333333,0.0,0.18518518518518517,1.0
10.0,27,0.7777777777777778,0.6296296296296297,0.7777777777777778,0.7777777777777778,0.6296296296296297,0.7777777777777778,1.0,0.37037037037037035,0.0,0.2222222222222222,1.0
