case_index,injected_period_days,injected_epoch_days,epoch_phase_fraction,injected_duration_hours,injected_depth,gp_converged,gp_log_marginal_likelihood,gp_training_point_count,gp_signal_variance,gp_length_scale_days,gp_measurement_noise_variance,observed_depth_before_gp,gp_residual_depth,depth_retention_fraction,local_snr_before_gp,local_snr_after_gp,snr_retention_fraction,gp_bls_recovered_period_days,gp_bls_recovered_power,gp_bls_period_error_fraction,gp_bls_exact_period_error_fraction,gp_bls_period_matched,gp_bls_exact_period_matched,gp_bls_exact_period_rank_top5,gp_bls_fap_1_percent_threshold,gp_bls_passes_fap_1_percent,gp_bls_recovered_at_fap_1_percent,gp_bls_exact_recovered_at_fap_1_percent,gp_tcf_recovered_period_days,gp_tcf_recovered_score,gp_tcf_recovered_raw_pooled_score,gp_tcf_valid_transit_events,gp_tcf_positive_event_fraction,gp_tcf_period_error_fraction,gp_tcf_exact_period_error_fraction,gp_tcf_period_matched,gp_tcf_exact_period_matched,gp_tcf_exact_period_rank_top10,gp_tcf_half_period_rank_top10,gp_tcf_double_period_rank_top10,gp_tcf_top_periods_json,gp_tcf_top_scores_json,gp_tcf_fap_1_percent_threshold,gp_tcf_passes_fap_1_percent,gp_tcf_recovered_at_fap_1_percent,gp_tcf_exact_recovered_at_fap_1_percent
58,10.0,448.01122690278135,0.45,2.0,0.0005,False,3762.291406739686,512,1.1503487244040213e-08,1.0,3.482011243094505e-09,0.0005248126995248121,0.0004374264472766686,0.8334905913533213,27.144064512251912,41.7499260315822,1.538086752363033,9.996996996996996,0.00244084730640105,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.0002000200020005,19.772861790705328,13.13802993044134,18,0.8888888888888888,4.0004000400095666e-05,0.4999799979998,True,False,2.0,1,,"[5.0002000200020005, 10.001500150015001, 1.6748674867486748, 2.512151215121512, 14.74937493749375, 14.998599859985998, 3.3494349434943493, 4.18951895189519, 5.864086408640864, 6.702770277027702]","[19.772861790705328, 18.117926435540692, 14.851948597339238, 13.561850458616762, 12.740276689998225, 11.987754233721313, 11.682955821648816, 10.40916595801542, 9.968745240851579, 9.490350082550288]",15.774956819743023,True,True,False
59,10.0,451.01122690278135,0.75,2.0,0.0005,False,3805.6585287504568,512,1.044589036401049e-08,1.0,3.3677106205052304e-09,0.0005504184990345324,0.0005071904029425491,0.9214632208622929,27.19167818776548,47.38894270446015,1.7427737404520385,9.996996996996996,0.0029148526250444896,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.001600160016001,23.098513852543043,15.620679647799262,18,0.7777777777777778,0.0003200320032002324,0.4998399839983999,True,False,2.0,1,,"[5.001600160016001, 10.002900290029002, 1.6748674867486748, 14.998599859985998, 2.5135513551355135, 13.332433243324331, 3.350835083508351, 4.18951895189519, 5.864086408640864, 7.533053305330533]","[23.098513852543043, 20.98149910108982, 15.262806599802973, 14.366967789137044, 13.398666283478372, 12.496929449916708, 11.702396427877439, 11.43642113532177, 10.221819506926419, 10.061939942691124]",15.774956819743023,True,True,False
60,10.0,445.01122690278135,0.15,2.0,0.001,False,3487.05933923644,512,1.3283634818583621e-08,1.0,3.402676881867098e-09,0.0010251525995182966,0.0009940296740806708,0.9696406901253043,51.642892820286164,92.9008402918428,1.798908527745174,9.996996996996996,0.005272480658202612,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,10.001500150015001,35.391719545559205,33.893699383669485,9,1.0,0.0001500150015001367,0.0001500150015001367,True,True,1.0,2,,"[10.001500150015001, 4.997399739973997, 14.99159915991599, 13.326832683268327, 1.6762676267626762, 12.502150215021501, 2.5135513551355135, 3.3494349434943493, 4.185318531853185, 5.864086408640864]","[35.391719545559205, 35.26320208644542, 23.609399886779325, 16.132929944032615, 15.235563335245844, 15.146404097931628, 13.454161561887267, 11.934026295551474, 10.99403049853619, 10.779089896380173]",15.774956819743023,True,True,True
61,10.0,448.01122690278135,0.45,2.0,0.001,False,3243.210758158015,512,2.1988558931915046e-08,1.0,3.482011243094505e-09,0.0010248126995248122,0.0008449232667208058,0.8244660386357254,53.00478066568084,76.07553945353972,1.4352580748022332,9.996996996996996,0.004940492878142623,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.0002000200020005,39.48691258658722,23.9749568023547,18,0.8888888888888888,4.0004000400095666e-05,0.4999799979998,True,False,2.0,1,,"[5.0002000200020005, 10.001500150015001, 15.0, 13.333833383338334, 1.6748674867486748, 2.512151215121512, 14.74937493749375, 13.987698769876987, 3.3494349434943493, 4.188118811881187]","[39.48691258658722, 32.630678970490955, 24.311386429235803, 18.938360842002187, 13.95153802811842, 12.822091956206819, 12.772774321374719, 12.753080789740736, 11.298935549269888, 9.767592217202848]",15.774956819743023,True,True,False
62,10.0,451.01122690278135,0.75,2.0,0.001,False,3571.646538986376,512,1.3639572381255994e-08,1.0,3.3677106205052304e-09,0.0010504184990345325,0.0010054978966281306,0.957235518559803,51.89259052579675,92.45942729716893,1.7817462254308862,9.996996996996996,0.005399270880552645,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.003000300030003,42.19850879651575,27.009102165961025,18,0.8333333333333334,0.0006000600060005468,0.4996999699969997,True,False,2.0,1,,"[5.003000300030003, 10.002900290029002, 14.998599859985998, 13.332433243324331, 1.6748674867486748, 2.5135513551355135, 3.3494349434943493, 4.18951895189519, 5.865486548654865, 7.533053305330533]","[42.19850879651575, 36.487543920780745, 25.176664263417713, 24.1087717185282, 15.107001843191858, 12.916126723063645, 11.304217133380206, 11.21629150189038, 10.045238793050466, 9.880929070599915]",15.774956819743023,True,True,False
63,10.0,445.01122690278135,0.15,4.0,0.0002,True,3878.2368506408093,512,9.374375172274457e-09,1.7048493593203304,3.5354087196911117e-09,0.00022979789942936238,0.00020080709457037096,0.8738421677004802,16.17100191947394,27.748893558663372,1.7159662522361554,9.996996996996996,0.0017295493637541817,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,1.6748674867486748,15.825133069990066,15.75326068215108,54,1.0,0.665026502650265,0.8325132513251325,False,False,5.0,6,,"[1.6748674867486748, 2.512151215121512, 3.3494349434943493, 5.865486548654865, 9.988898889888988, 5.024002400240024, 4.185318531853185, 6.7013701370137015, 7.535853585358535, 2.9307930793079304]","[15.825133069990066, 14.328593413194696, 12.21328968616567, 11.622411066536708, 11.106050555566798, 11.099017090612147, 10.889176745749467, 9.955829126831597, 9.705808888041364, 9.656362459337853]",15.774956819743023,True,False,False
64,10.0,448.01122690278135,0.45,4.0,0.0002,True,3878.6453557954546,512,9.45126774962578e-09,1.5549719458760298,3.482011243094505e-09,0.0002184678996463239,0.00017393296074313155,0.7961488210611736,15.794503498391434,24.179892691010235,1.5309055263100102,2.5135135135135136,0.001683088161402827,0.49729729729729727,0.7486486486486486,False,False,3.0,0.0016834009930453,False,False,False,1.6748674867486748,15.22209233178414,14.989275048292933,54,1.0,0.665026502650265,0.8325132513251325,False,False,,5,,"[1.6748674867486748, 2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.028202820282028, 5.865486548654865, 3.7694769476947694, 6.7013701370137015, 7.533053305330533, 2.9307930793079304]","[15.22209233178414, 13.988968707032717, 11.829027681899301, 10.939084993995671, 10.40844085415393, 9.941574563142686, 9.868416262899542, 9.678492887100635, 9.530817148270057, 9.359404595335999]",15.774956819743023,False,False,False
65,10.0,451.01122690278135,0.75,4.0,0.0002,True,3840.6696946646643,512,9.512843591586703e-09,1.7630931188321142,3.4466386597844064e-09,0.000245319999132154,0.00019339503990336627,0.7883378468429892,17.092578295136562,26.377694276416477,1.543225008009579,9.996996996996996,0.002059473205188445,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,1.6748674867486748,15.528960781701967,15.286011636154493,54,1.0,0.665026502650265,0.8325132513251325,False,False,4.0,6,,"[1.6748674867486748, 2.5135513551355135, 3.3494349434943493, 10.002900290029002, 4.186718671867187, 4.998799879987999, 5.862686268626862, 7.535853585358535, 6.702770277027702, 8.37873787378738]","[15.528960781701967, 14.063871341890593, 12.271328292962336, 11.38184339395161, 11.049286783997392, 10.925197209065885, 10.286313408357952, 10.18335252289435, 10.175785202064839, 9.871074561176789]",15.774956819743023,False,False,False
66,10.0,445.01122690278135,0.15,4.0,0.0005,False,3648.138336344381,512,1.1052277393726284e-08,1.0,3.5532981723268095e-09,0.0005297978994293624,0.0004465528363130196,0.8428739275750152,37.28216345702066,57.59468250755355,1.5448320903895347,9.996996996996996,0.0037928783583147108,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,9.987498749874987,20.579271880627573,18.267968339921953,9,1.0,0.0012501250125012576,0.0012501250125012576,True,True,1.0,2,,"[9.987498749874987, 4.998799879987999, 1.6748674867486748, 2.512151215121512, 14.99159915991599, 5.864086408640864, 13.336633663366337, 3.350835083508351, 4.185318531853185, 9.756475647564756]","[20.579271880627573, 19.49323726685088, 14.980203791050487, 13.880956628955838, 12.489156088869235, 11.410517206182691, 11.369975916477452, 11.31607015098561, 10.37904738689302, 9.534955427449304]",15.774956819743023,True,True,True
67,10.0,448.01122690278135,0.45,4.0,0.0005,False,3658.297498052837,512,1.2891074719720044e-08,1.0,3.6343594018435706e-09,0.0005184678996463239,0.00040462524402500163,0.780424871628541,37.48350704165025,53.29053859343526,1.4217063129717515,9.996996996996996,0.003361878672885184,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.0002000200020005,18.447613387393048,10.626015622068552,19,0.6842105263157895,4.0004000400095666e-05,0.4999799979998,True,False,2.0,1,,"[5.0002000200020005, 9.987498749874987, 2.512151215121512, 14.974797479747975, 14.747974797479747, 3.3494349434943493, 13.317031703170317, 4.185318531853185, 5.858485848584858, 7.535853585358535]","[18.447613387393048, 17.33542513307102, 13.18693610535624, 12.845857730531069, 12.444062506300268, 11.411610046560416, 10.62345664308703, 10.09056533774675, 9.677613174019978, 9.434182645230212]",15.774956819743023,True,True,False
68,10.0,451.01122690278135,0.75,4.0,0.0005,False,3579.5563425155387,512,1.2615792654088884e-08,1.0,3.5532981723180347e-09,0.000545319999132154,0.00043154922987041517,0.7913687936573047,37.99496500099431,54.01192171407447,1.4215547168594838,9.996996996996996,0.004023530519994909,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.001600160016001,21.629501573707152,14.64851148260126,18,0.7777777777777778,0.0003200320032002324,0.4998399839983999,True,False,2.0,1,,"[5.001600160016001, 10.002900290029002, 1.6748674867486748, 15.0, 13.335233523352334, 2.5135513551355135, 3.3494349434943493, 6.6705670567056705, 4.1909190919091905, 7.535853585358535]","[21.629501573707152, 19.72264145420573, 14.471727925575586, 13.513223493238476, 13.125184249311475, 12.374944978424011, 11.995946920552493, 10.961245697170641, 10.607767598296915, 9.593118331288064]",15.774956819743023,True,True,False
69,10.0,445.01122690278135,0.15,4.0,0.001,False,2865.48147514055,512,3.0231494616512864e-08,1.0,3.5532981723268095e-09,0.0010297978994293624,0.0008613889381953316,0.8364640660780619,72.46743268626517,103.28253782842594,1.425226946779932,9.996996996996996,0.007238309682458613,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,4.998799879987999,37.64808526993136,21.694259898089108,17,0.8235294117647058,0.0002400240024002187,0.5001200120012002,True,False,2.0,1,,"[4.998799879987999, 9.986098609860987, 14.99159915991599, 13.336633663366337, 1.6748674867486748, 12.513351335133514, 2.5135513551355135, 3.3480348034803478, 5.862686268626862, 9.756475647564756]","[37.64808526993136, 33.09935408723129, 21.835793423506832, 20.641162331961144, 14.458701214695466, 13.733104860770247, 13.130648893449452, 11.858811131076855, 10.675151803567159, 10.458506666856302]",15.774956819743023,True,True,False
70,10.0,448.01122690278135,0.45,4.0,0.001,False,2823.495344150516,512,3.672582262735565e-08,1.0,3.6343594018435706e-09,0.001018467899646324,0.0008076347849580162,0.7929899265735109,73.63184628041493,97.775667343411,1.3278991670404168,9.996996996996996,0.006697311443713344,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.0002000200020005,37.33325112635552,20.50966230000185,19,0.6842105263157895,4.0004000400095666e-05,0.4999799979998,True,False,2.0,1,,"[5.0002000200020005, 9.99029902990299, 14.98039803980398, 13.317031703170317, 13.97089708970897, 2.512151215121512, 14.74937493749375, 3.3494349434943493, 14.395139513951396, 4.185318531853185]","[37.33325112635552, 30.444007682211435, 24.0147486312423, 19.911938260828194, 15.444702017707348, 12.430274263812242, 12.119448986908957, 11.15117086440532, 10.936036711115833, 9.320248340290673]",15.774956819743023,True,True,False
71,10.0,451.01122690278135,0.75,4.0,0.001,False,2709.09775909749,512,3.4290016689419237e-08,1.0,3.5532981723180347e-09,0.001045319999132154,0.0008324171380106586,0.7963275730893394,72.83227617742389,95.71270683598244,1.3141523491977707,9.996996996996996,0.007376503053489437,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.0072007200720074,36.732969107842614,22.53555477693619,18,0.7222222222222222,0.00144014401440149,0.49927992799279924,True,False,2.0,1,,"[5.0072007200720074, 10.002900290029002, 13.335233523352334, 14.998599859985998, 6.6705670567056705, 1.6748674867486748, 14.166916691669167, 12.53995399539954, 2.5135513551355135, 3.3494349434943493]","[36.732969107842614, 31.573657888168256, 22.115685686389735, 21.79243160512364, 16.39741822820932, 13.433923830416383, 12.372625443532655, 12.067080764407685, 11.715212287347049, 10.990311571424707]",15.774956819743023,True,True,False
72,10.0,445.01122690278135,0.15,8.0,0.0002,False,3852.6487670536235,512,1.0640287874067849e-08,1.0,3.4775797943042935e-09,0.00020498519990455027,0.0001591402313803811,0.7763498606459563,20.48079619875891,30.007486910707943,1.4651523612410307,9.996996996996996,0.0018894573000072725,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,1.6748674867486748,15.293666708832966,15.567212763655656,54,0.9814814814814815,0.665026502650265,0.8325132513251325,False,False,5.0,3,,"[1.6748674867486748, 2.512151215121512, 5.024002400240024, 3.3480348034803478, 10.047704770477047, 5.865486548654865, 4.18951895189519, 6.695769576957695, 7.533053305330533, 8.37873787378738]","[15.293666708832966, 13.952732351618675, 12.224235748291827, 11.776535358304482, 11.749127381716647, 11.432875855625197, 10.690450246530586, 9.778840801863357, 9.425605174301348, 9.211234669703478]",15.774956819743023,False,False,False
73,10.0,448.01122690278135,0.45,8.0,0.0002,False,3871.4484103225814,512,1.1474739842944504e-08,1.0,3.6752328507582248e-09,0.00022152699958779537,0.00014213187458184289,0.6416006845500262,22.766609945566298,27.41987826628179,1.20439004014393,2.5135135135135136,0.001717831963495716,0.49729729729729727,0.7486486486486486,False,False,2.0,0.0016834009930453,True,False,False,1.6748674867486748,14.996888612356104,14.472448712925024,54,1.0,0.665026502650265,0.8325132513251325,False,False,,6,,"[1.6748674867486748, 2.512151215121512, 3.3494349434943493, 4.186718671867187, 2.094909490949095, 5.025402540254025, 3.7694769476947694, 5.864086408640864, 7.5316531653165315, 6.702770277027702]","[14.996888612356104, 13.159854389560484, 11.418647356134088, 10.417779782956506, 10.062214046084609, 9.972593252635178, 9.834163888826417, 9.744446461795082, 9.421883494363536, 9.249279526107014]",15.774956819743023,False,False,False
74,10.0,451.01122690278135,0.75,8.0,0.0002,False,3826.6189162766195,512,1.0767325773267406e-08,1.0,3.5532981723268095e-09,0.00021926099963112105,0.00015121362132825434,0.6896512447843081,21.384748867272886,27.597494790869746,1.290522276513839,9.996996996996996,0.0022235106338942354,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,1.6762676267626762,14.341187744746351,13.558867122987047,55,0.9272727272727272,0.6647464746474647,0.8323732373237324,False,False,4.0,6,,"[1.6762676267626762, 2.5135513551355135, 3.3494349434943493, 10.046304630463046, 4.18951895189519, 5.025402540254025, 5.858485848584858, 7.535853585358535, 6.702770277027702, 10.882188218821883]","[14.341187744746351, 12.672822666974442, 11.982702609309163, 10.912920932679029, 10.620207231628171, 10.245137805161063, 10.057031421952255, 9.7691279296372, 9.353235575654862, 9.096478727880442]",15.774956819743023,False,False,False
75,10.0,445.01122690278135,0.15,8.0,0.0005,False,3503.6217617543225,512,2.566473721711562e-08,1.0,3.5309434107382226e-09,0.0005049851999045503,0.00036378837170014504,0.7203941259444959,50.45485706992759,62.782521812039235,1.244330584962835,9.996996996996996,0.0043551553021213205,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,9.987498749874987,18.277515158343732,16.319287563829388,9,1.0,0.0012501250125012576,0.0012501250125012576,True,True,1.0,2,,"[9.987498749874987, 5.0002000200020005, 1.6762676267626762, 2.5135513551355135, 4.18951895189519, 14.994399439943994, 3.350835083508351, 9.837683768376838, 13.335233523352334, 5.862686268626862]","[18.277515158343732, 17.42277153294398, 14.455263384225452, 13.186675467994027, 11.131778994658733, 11.099816797263234, 11.034040954622531, 10.712438084533547, 10.696675942130245, 10.600634168587797]",15.774956819743023,True,True,True
76,10.0,448.01122690278135,0.45,8.0,0.0005,False,3528.9744644238053,512,3.5913252823794565e-08,1.0,3.602726955681565e-09,0.0005215269995877954,0.00033176401135877527,0.6361396660594657,53.597989399893436,58.24403597580055,1.0866832250225482,9.996996996996996,0.00391073115882157,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,10.002900290029002,16.140846129116554,13.591223477321234,9,1.0,0.00029002900290020506,0.00029002900290020506,True,True,1.0,2,,"[10.002900290029002, 4.998799879987999, 13.32963296329633, 2.5135513551355135, 15.0, 12.054105410541053, 14.746574657465747, 3.3494349434943493, 12.468546854685469, 4.186718671867187]","[16.140846129116554, 15.99656366869726, 12.456778258046205, 12.009671214805454, 11.65701294755946, 11.489982162936613, 11.378208493779757, 11.367866831483116, 10.362236214329682, 9.609629234983075]",15.774956819743023,True,True,True
77,10.0,451.01122690278135,0.75,8.0,0.0005,False,3439.674856757403,512,2.701633685416522e-08,1.0,3.602726955681565e-09,0.0005192609996311211,0.0003477238693499803,0.6696514269259594,50.644054767433005,57.04347389912864,1.1263607181747783,9.996996996996996,0.004562913367945083,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.001600160016001,19.7416679584911,13.260725580115942,18,0.7777777777777778,0.0003200320032002324,0.4998399839983999,True,False,2.0,1,,"[5.001600160016001, 10.002900290029002, 1.6762676267626762, 13.360436043604361, 14.998599859985998, 2.5135513551355135, 3.3494349434943493, 12.548354835483549, 6.667766776677667, 4.185318531853185]","[19.7416679584911, 17.58127720967421, 13.158034359566129, 12.060503479640406, 11.855884844860096, 11.666673747953034, 11.09701272286913, 10.4284430115463, 9.97101661506969, 9.58987359621367]",15.774956819743023,True,True,False
78,10.0,445.01122690278135,0.15,8.0,0.001,False,2392.550973427841,512,1.548377903952399e-06,1.0,3.5309434107382226e-09,0.0010049851999045503,0.0005760189844795155,0.5731616590316192,100.41162518854208,90.58279501356023,0.9021146191337275,9.996996996996996,0.007172095040136064,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,4.998799879987999,30.961269938921095,18.49418788462929,17,0.7647058823529411,0.0002400240024002187,0.5001200120012002,True,False,2.0,1,,"[4.998799879987999, 10.002900290029002, 14.994399439943994, 13.336633663366337, 1.6748674867486748, 9.9006900690069, 2.5135513551355135, 3.3494349434943493, 10.117711771177117, 12.513351335133514]","[30.961269938921095, 28.137306819194947, 17.72527213612033, 16.336554025564602, 14.625450250208146, 14.271614131930312, 11.922008695170199, 11.821847674158214, 11.672256073641952, 11.376217735467499]",15.774956819743023,True,True,False
79,10.0,448.01122690278135,0.45,8.0,0.001,False,2476.718966492068,512,1.4216859963654288e-06,1.0,3.602726955681565e-09,0.0010215269995877954,0.0005539476338749577,0.5422740995573152,104.98362182377198,88.38982740456292,0.8419392079360359,9.996996996996996,0.006845385563100354,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.0002000200020005,27.45161404793144,17.693913540336826,17,0.7647058823529411,4.0004000400095666e-05,0.4999799979998,True,False,2.0,1,,"[5.0002000200020005, 9.983298329832984, 13.33103310331033, 14.99159915991599, 10.106510651065106, 12.46994699469947, 13.97089708970897, 14.757775777577757, 2.512151215121512, 12.048504850485049]","[27.45161404793144, 26.72711591180502, 20.193382311567976, 18.65270494066638, 14.333946715334937, 13.760572034988307, 11.993767539743734, 11.71710820524959, 11.228561633991008, 10.413761208145745]",15.774956819743023,True,True,False
80,10.0,451.01122690278135,0.75,8.0,0.001,False,2283.775711590858,512,1.6816607807500108e-06,1.0,3.602726955681565e-09,0.001019260999631121,0.0005533043637023496,0.542848557830227,99.4095646010332,83.18134843379148,0.836753976014567,9.996996996996996,0.00719977725489055,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,5.003000300030003,32.539493633099674,20.48436202740042,18,0.7222222222222222,0.0006000600060005468,0.4996999699969997,True,False,2.0,1,,"[5.003000300030003, 9.988898889888988, 13.335233523352334, 14.998599859985998, 6.6705670567056705, 10.091109110911091, 1.6748674867486748, 2.5135513551355135, 9.888088808880887, 3.3494349434943493]","[32.539493633099674, 27.130723227747215, 19.75227625363852, 19.40473791860056, 13.610531251736663, 13.237115610547555, 12.190818825151199, 11.708114597454864, 11.364564114822489, 10.020613422614165]",15.774956819743023,True,True,False
