injected_duration_hours,injection_count,gp_convergence_rate,gp_bls_period_match_rate,gp_bls_exact_period_match_rate,gp_bls_detection_rate_fap_1_percent,gp_bls_recovery_rate_fap_1_percent,gp_bls_exact_recovery_rate_fap_1_percent,gp_tcf_period_match_rate,gp_tcf_exact_period_match_rate,gp_tcf_detection_rate_fap_1_percent,gp_tcf_recovery_rate_fap_1_percent,gp_tcf_exact_recovery_rate_fap_1_percent,median_depth_retention_fraction,median_snr_retention_fraction,median_gp_length_scale_days
2.0,27,0.2962962962962963,0.8148148148148148,0.4444444444444444,0.9629629629629629,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.37037037037037035,0.8888888888888888,0.7777777777777778,0.37037037037037035,0.9486794178053511,1.698293140055182,1.0
4.0,27,0.3333333333333333,0.9629629629629629,0.6296296296296297,0.9629629629629629,0.9629629629629629,0.6296296296296297,0.7777777777777778,0.2962962962962963,0.7407407407407407,0.7037037037037037,0.2222222222222222,0.8428739275750152,1.4738995900217629,1.0
8.0,27,0.2222222222222222,0.9629629629629629,0.8888888888888888,1.0,0.9629629629629629,0.8888888888888888,0.8148148148148148,0.4074074074074074,0.6666666666666666,0.6666666666666666,0.25925925925925924,0.7063436216784744,1.20439004014393,1.0
