detector,fap_level,score_column,score_threshold,requested_null_trials,successful_null_trials,observed_exceedance_fraction
gp_bls,0.01,bls_max_power,0.0016834009930453,1000,1000,0.01
gp_tcf,0.01,tcf_max_score,15.774956819743023,1000,1000,0.01
