injected_period_days,injection_count,gp_convergence_rate,gp_bls_period_match_rate,gp_bls_exact_period_match_rate,gp_bls_detection_rate_fap_1_percent,gp_bls_recovery_rate_fap_1_percent,gp_bls_exact_recovery_rate_fap_1_percent,gp_tcf_period_match_rate,gp_tcf_exact_period_match_rate,gp_tcf_detection_rate_fap_1_percent,gp_tcf_recovery_rate_fap_1_percent,gp_tcf_exact_recovery_rate_fap_1_percent,median_depth_retention_fraction,median_snr_retention_fraction,median_gp_length_scale_days
2.0,27,0.4074074074074074,0.9259259259259259,0.25925925925925924,1.0,0.9259259259259259,0.25925925925925924,1.0,0.6296296296296297,0.8148148148148148,0.8148148148148148,0.4444444444444444,0.9471205195798528,1.7587911066295752,1.0
5.0,27,0.2222222222222222,1.0,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.7037037037037037,0.25925925925925924,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.8767806417821367,1.4941472098893305,1.0
10.0,27,0.2222222222222222,0.8148148148148148,0.8148148148148148,0.9629629629629629,0.8148148148148148,0.8148148148148148,0.6666666666666666,0.18518518518518517,0.8148148148148148,0.6666666666666666,0.18518518518518517,0.7961488210611736,1.4352580748022332,1.0
