run_id,config_hash,star_id,stage,injection_id,treatment,detector,null_trial,status,runtime_seconds,updated_at,error
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,37,complete,54.251110082957894,2026-08-20T19:53:01+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,38,complete,50.813744000159204,2026-08-20T19:53:52+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,39,complete,52.89434912521392,2026-08-20T19:54:45+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,40,complete,53.68275541579351,2026-08-20T19:55:39+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,41,complete,52.60278062522411,2026-08-20T19:56:31+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,42,complete,52.09820779180154,2026-08-20T19:57:23+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,43,complete,52.95126212481409,2026-08-20T19:58:16+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,44,complete,53.948721583001316,2026-08-20T19:59:10+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,45,complete,54.71123683312908,2026-08-20T20:00:05+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,46,complete,54.10649870894849,2026-08-20T20:00:59+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,47,complete,56.17701683426276,2026-08-20T20:01:55+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,48,complete,59.35585037479177,2026-08-20T20:02:55+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,49,complete,59.05494720907882,2026-08-20T20:03:54+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,50,complete,57.03686033282429,2026-08-20T20:04:51+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,51,complete,57.042213916778564,2026-08-20T20:05:48+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,52,complete,55.84168433398008,2026-08-20T20:06:44+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,53,complete,58.01360074989498,2026-08-20T20:07:42+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,54,complete,57.83835079194978,2026-08-20T20:08:39+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,55,complete,59.04395220801234,2026-08-20T20:09:38+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,56,complete,63.286287874914706,2026-08-20T20:10:42+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,57,complete,61.50062216585502,2026-08-20T20:11:43+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,58,complete,63.991430040914565,2026-08-20T20:12:47+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,59,complete,63.93565508304164,2026-08-20T20:13:51+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,60,complete,61.763295124750584,2026-08-20T20:14:53+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,61,complete,61.00420858291909,2026-08-20T20:15:54+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,62,complete,61.859483500011265,2026-08-20T20:16:56+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,63,complete,63.868168000131845,2026-08-20T20:18:00+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,64,complete,63.313541458919644,2026-08-20T20:19:03+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,65,complete,60.98144520819187,2026-08-20T20:20:04+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,66,complete,57.06280416576192,2026-08-20T20:21:01+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,67,complete,57.02662312472239,2026-08-20T20:21:58+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,68,complete,58.65229329187423,2026-08-20T20:22:57+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,69,complete,55.09074529167265,2026-08-20T20:23:52+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,70,complete,56.75001495890319,2026-08-20T20:24:49+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,71,complete,57.39523783279583,2026-08-20T20:25:46+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,72,complete,55.43957216665149,2026-08-20T20:26:41+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,73,complete,53.929731250274926,2026-08-20T20:27:35+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,74,complete,45.69516104226932,2026-08-20T20:28:21+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,75,complete,44.641926708165556,2026-08-20T20:29:06+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,76,complete,43.62564433272928,2026-08-20T20:29:49+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,77,complete,49.324858292005956,2026-08-20T20:30:39+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,78,complete,48.08698533382267,2026-08-20T20:31:27+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,79,complete,42.64920024992898,2026-08-20T20:32:09+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,80,complete,43.91425612475723,2026-08-20T20:32:53+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,81,complete,44.89221741678193,2026-08-20T20:33:38+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,82,complete,49.0758760003373,2026-08-20T20:34:27+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,83,complete,45.443853749893606,2026-08-20T20:35:13+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,84,complete,45.411975000053644,2026-08-20T20:35:58+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,85,complete,44.806108749937266,2026-08-20T20:36:43+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,86,complete,44.43360204203054,2026-08-20T20:37:27+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,87,complete,45.27785220881924,2026-08-20T20:38:13+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,88,complete,47.06521579204127,2026-08-20T20:39:00+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,89,complete,46.82024125009775,2026-08-20T20:39:47+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,90,complete,47.0401604170911,2026-08-20T20:40:34+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,91,complete,48.02335099969059,2026-08-20T20:41:22+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,92,complete,44.018984833266586,2026-08-20T20:42:06+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,93,complete,42.832624749746174,2026-08-20T20:42:48+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,94,complete,41.692049792036414,2026-08-20T20:43:30+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,95,complete,42.728392750024796,2026-08-20T20:44:13+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,96,complete,42.740654833149165,2026-08-20T20:44:56+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,97,complete,41.69963816693053,2026-08-20T20:45:37+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,98,complete,41.11365945916623,2026-08-20T20:46:18+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,null_trial,,,,99,complete,41.44694987498224,2026-08-20T20:47:00+00:00,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,star,,,,,complete,,2026-08-20T20:47:00+00:00,
