dataset_kind,target_id,quarter,trial,trial_seed,tcf_success,bls_success,tcf_error,bls_error
null_trial,1996180,5,4,1.4668930558035866e+19,True,True,,
null_trial,1996180,5,5,1.7226727589105117e+19,True,True,,
null_trial,1996180,5,6,7.595878260559436e+18,True,True,,
null_trial,1996180,5,7,1.4920054867309007e+19,True,True,,
original,2142522,5,-1,,True,True,,
null_trial,2142522,5,0,3.298828640722218e+18,True,True,,
null_trial,2142522,5,1,1.6549141761682751e+19,True,True,,
null_trial,2142522,5,2,1.3634459869164896e+19,True,True,,
null_trial,2142522,5,3,1.1199053579581592e+19,True,True,,
null_trial,2142522,5,4,1.4060791014613545e+19,True,True,,
null_trial,2142522,5,5,2.677401227949342e+18,True,True,,
null_trial,2142522,5,6,5.61108196453051e+18,True,True,,
null_trial,2142522,5,7,1.5161717889564019e+19,True,True,,
original,2161536,5,-1,,True,True,,
null_trial,2161536,5,0,1.7180719816581405e+19,True,True,,
null_trial,2161536,5,1,1.396605211577306e+18,True,True,,
null_trial,2161536,5,2,1.6385094219880706e+19,True,True,,
null_trial,2161536,5,3,1.5513449215174701e+19,True,True,,
null_trial,2161536,5,4,1.6559022676926167e+19,True,True,,
null_trial,2161536,5,5,8.13558192029329e+18,True,True,,
null_trial,2161536,5,6,3.0191680278286474e+18,True,True,,
null_trial,2161536,5,7,1.541845224996867e+19,True,True,,
original,2164169,5,-1,,True,True,,
null_trial,2164169,5,0,7.341474252497105e+18,True,True,,
null_trial,2164169,5,1,1.5263667782892503e+19,True,True,,
null_trial,2164169,5,2,6.918466259152534e+17,True,True,,
null_trial,2164169,5,3,1.6839827801828786e+19,True,True,,
null_trial,2164169,5,4,1.7088693061254074e+19,True,True,,
null_trial,2164169,5,5,1.1596417982522628e+19,True,True,,
null_trial,2164169,5,6,3.1388576446962534e+17,True,True,,
null_trial,2164169,5,7,8.609839431931268e+18,True,True,,
original,2165002,5,-1,,True,True,,
null_trial,2165002,5,0,7.919387497765205e+18,True,True,,
null_trial,2165002,5,1,8.441816581283598e+18,True,True,,
null_trial,2165002,5,2,3.480741129670629e+18,True,True,,
null_trial,2165002,5,3,7.298641194003678e+18,True,True,,
null_trial,2165002,5,4,1.7276822767422431e+19,True,True,,
null_trial,2165002,5,5,1.7500801645617905e+18,True,True,,
null_trial,2165002,5,6,5.519528166820859e+18,True,True,,
null_trial,2165002,5,7,1.0124834596326164e+19,True,True,,
original,2302548,5,-1,,True,True,,
null_trial,2302548,5,0,1.098970582400585e+19,True,True,,
null_trial,2302548,5,1,1.0900896002461393e+19,True,True,,
null_trial,2302548,5,2,1.6858542258407944e+19,True,True,,
null_trial,2302548,5,3,1.4300970743778767e+18,True,True,,
null_trial,2302548,5,4,1.60474443034702e+19,True,True,,
null_trial,2302548,5,5,1.5204915183617071e+19,True,True,,
null_trial,2302548,5,6,8.489684921346745e+18,True,True,,
null_trial,2302548,5,7,1.0493639740220121e+19,True,True,,
original,2304320,5,-1,,True,True,,
null_trial,2304320,5,0,1.1668282598276012e+19,True,True,,
null_trial,2304320,5,1,1.244229266787292e+19,True,True,,
null_trial,2304320,5,2,5.308228693561914e+18,True,True,,
null_trial,2304320,5,3,1.438261526105648e+19,True,True,,
null_trial,2304320,5,4,1.8166430769088993e+18,True,True,,
null_trial,2304320,5,5,4.2294114034386995e+18,True,True,,
null_trial,2304320,5,6,1.2136543194360504e+19,True,True,,
null_trial,2304320,5,7,1.1496642646501323e+19,True,True,,
original,2307415,5,-1,,True,True,,
null_trial,2307415,5,0,7.281720750205031e+18,True,True,,
null_trial,2307415,5,1,1.3868259062142239e+19,True,True,,
null_trial,2307415,5,2,1.0525950982042444e+18,True,True,,
null_trial,2307415,5,3,6.287319866319825e+18,True,True,,
null_trial,2307415,5,4,1.7361354754528438e+19,True,True,,
null_trial,2307415,5,5,3.6000715459804897e+18,True,True,,
null_trial,2307415,5,6,1.10659054729037e+19,True,True,,
null_trial,2307415,5,7,6.821614270683081e+18,True,True,,
original,2438264,5,-1,,True,True,,
null_trial,2438264,5,0,9.68602719056574e+18,True,True,,
null_trial,2438264,5,1,1.0290812600488434e+18,True,True,,
null_trial,2438264,5,2,1.1737168311025027e+19,True,True,,
null_trial,2438264,5,3,5.4993550493155994e+17,True,True,,
null_trial,2438264,5,4,1.5732650086599383e+19,True,True,,
null_trial,2438264,5,5,1.2010565869793948e+19,True,True,,
null_trial,2438264,5,6,1.038276885908695e+19,True,True,,
null_trial,2438264,5,7,1.651667818008866e+19,True,True,,
original,2438513,5,-1,,True,True,,
null_trial,2438513,5,0,1.8473793439909757e+17,True,True,,
null_trial,2438513,5,1,1.8026807160646291e+19,True,True,,
null_trial,2438513,5,2,1.3759807585318173e+19,True,True,,
null_trial,2438513,5,3,1.0340775172157913e+19,True,True,,
null_trial,2438513,5,4,1.7081381839122582e+19,True,True,,
null_trial,2438513,5,5,4.386712509441131e+18,True,True,,
null_trial,2438513,5,6,7.045596155062448e+18,True,True,,
null_trial,2438513,5,7,9.049919498271669e+18,True,True,,
original,2439243,5,-1,,True,True,,
null_trial,2439243,5,0,1.9068784022223734e+18,True,True,,
null_trial,2439243,5,1,1.5876199693356823e+19,True,True,,
null_trial,2439243,5,2,1.4444240275331228e+19,True,True,,
null_trial,2439243,5,3,9.635973610509093e+17,True,True,,
null_trial,2439243,5,4,2.2438713666549174e+18,True,True,,
