center_cadenceno,duration_cadences,depth,raw_flux_box_statistic,raw_flux_box_numerator,raw_flux_box_denominator,raw_flux_box_n_points,innovation_unchanged_box_statistic,innovation_unchanged_box_numerator,innovation_unchanged_box_denominator,innovation_unchanged_box_n_points,innovation_transformed_template_statistic,innovation_transformed_template_numerator,innovation_transformed_template_denominator,innovation_transformed_template_n_points,transformed_template_minus_raw_flux,transformed_template_minus_unchanged_box,transformed_template_to_raw_flux_ratio,transformed_template_to_unchanged_box_ratio,transformed_template_positive,transformed_template_improves_unchanged_box,quality_policy,mode,order
16518,6,0.001,32.76757107187462,1023.6340277881285,31.239240331326968,49,11.81807188750167,329.1132470170541,27.84830301845696,49,22.362363110731888,454.2478778169462,20.313053480423488,49,-10.405207961142732,10.544291223230218,0.6824540965114796,1.8922175566034123,True,True,default,full_gap,"(3, 1, 0)"
