center_cadenceno,duration_cadences,depth,observed_depth_before_arima,innovation_depth_after_arima,standardized_innovation_depth_after_arima,depth_retention_fraction,local_snr_before_arima,local_snr_after_arima,standardized_snr_after_arima,snr_retention_fraction,event_center_shift_cadences,transit_preservation_failure,quality_policy,mode,order,innovation_transformed_template_statistic,innovation_unchanged_box_statistic,raw_flux_box_statistic,transformed_template_improves_unchanged_box
16518,6,0.001,0.0011011202423351065,0.00030729346551599943,4.097221819727389,0.27907348689216094,47.35929432772535,8.288040089510481,8.913678465727,0.17500345406663817,-2,True,default,full_gap,"(3, 1, 0)",22.362363110731888,11.81807188750167,32.76757107187462,True
