target_id,quarter,sample_stratum,policy,min_length_scale_days,case_index,case_label,period_days,duration_hours,depth,phase_fraction,radius_ratio,template_amplitude_ratio,peak_depth_ratio,template_energy_ratio,template_correlation,template_rmse_ppm,oracle_signal_snr
12645975,5,gap_heavy,minls_1d,1.0,0,short_shallow_fast,2.0,2.0,0.0002,0.15,0.013289696120800746,0.9065823599261601,1.0017103658191508,0.9818118517621798,0.9725790425993204,13.858098391074758,3.2099418560292836
12645975,5,gap_heavy,minls_1d,1.0,1,medium_deeper_fast,2.0,4.0,0.0005,0.45,0.020978641567225606,0.8326519099609241,1.0017710367566919,0.9001297907261046,0.984482049148707,49.247336084206765,10.667440487537032
12645975,5,gap_heavy,minls_1d,1.0,2,short_deeper_midperiod,5.0,2.0,0.0005,0.75,0.021013652452029342,0.911495461153688,0.9995930139238711,0.9869338381321401,0.9775099000468817,22.49551025847441,5.2333330575759724
12645975,5,gap_heavy,minls_1d,1.0,3,long_shallow_midperiod,5.0,8.0,0.0002,0.45,0.013262342897632272,0.7094823291341512,0.8261850390296334,0.8250533364676833,0.9768297811570207,23.50364019662229,3.472373279570769
12645975,5,gap_heavy,minls_1d,1.0,4,medium_shallow_slow,10.0,4.0,0.0002,0.15,0.013267644340028159,0.8456381905759092,0.9824441145686462,0.9174257147951336,0.9724204621787006,9.139081198459792,1.9806605439365639
12645975,5,gap_heavy,minls_1d,1.0,5,long_deeper_slow,10.0,8.0,0.0005,0.75,0.020969831899798272,0.687480504732025,0.8281175600181778,0.8189938217764962,0.979241461990484,44.18628593340973,6.095757787413355
12645975,5,gap_heavy,minls_0p75d,0.75,0,short_shallow_fast,2.0,2.0,0.0002,0.15,0.013289696120800746,0.8606113414175679,1.0006554964921748,0.9970524960201484,0.9429423357957271,18.642848605975686,3.19086602340022
12645975,5,gap_heavy,minls_0p75d,0.75,1,medium_deeper_fast,2.0,4.0,0.0005,0.45,0.020978641567225606,0.7518987397317276,0.9826579276829316,0.876539752721544,0.9700671366792745,66.5329505670505,10.168300196808069
12645975,5,gap_heavy,minls_0p75d,0.75,2,short_deeper_midperiod,5.0,2.0,0.0005,0.75,0.021013652452029342,0.8794290102484154,0.9994258090734012,0.9836109593508683,0.9595570216157938,26.438090720202265,5.1054654714279195
12645975,5,gap_heavy,minls_0p75d,0.75,3,long_shallow_midperiod,5.0,8.0,0.0002,0.45,0.013262342897632272,0.6078026916708241,0.7588592434990077,0.7553406120242948,0.9588207533248229,27.369508000533628,3.1117798598265494
12645975,5,gap_heavy,minls_0p75d,0.75,4,medium_shallow_slow,10.0,4.0,0.0002,0.15,0.013267644340028159,0.7897111870531605,0.9767181418706453,0.8873920325431404,0.9480386549289848,10.748891540610217,1.87532401642784
12645975,5,gap_heavy,minls_0p75d,0.75,5,long_deeper_slow,10.0,8.0,0.0005,0.75,0.020969831899798272,0.5775093936641661,0.7631837606552928,0.749101238026733,0.9619792394365787,51.77623402798955,5.457694732837276
12645975,5,gap_heavy,minls_0p5d,0.5,0,short_shallow_fast,2.0,2.0,0.0002,0.15,0.013289696120800746,0.8263879448294765,1.0020139995109985,0.9836984375932393,0.9123738949194363,20.02602923427609,3.043301462891514
12645975,5,gap_heavy,minls_0p5d,0.5,1,medium_deeper_fast,2.0,4.0,0.0005,0.45,0.020978641567225606,0.694425535308407,1.0014457041982003,0.8315775636481699,0.9538071876964571,71.16864211257978,9.325496304458417
12645975,5,gap_heavy,minls_0p5d,0.5,2,short_deeper_midperiod,5.0,2.0,0.0005,0.75,0.021013652452029342,0.8394220235320822,0.9995780484425397,0.9738022120592751,0.9310942086875952,30.045230768324206,4.886244445182387
12645975,5,gap_heavy,minls_0p5d,0.5,3,long_shallow_midperiod,5.0,8.0,0.0002,0.45,0.013262342897632272,0.49399996769022086,0.675674475582223,0.6606434352291043,0.9293773389595636,30.764515342948183,2.6310288009085383
12645975,5,gap_heavy,minls_0p5d,0.5,4,medium_shallow_slow,10.0,4.0,0.0002,0.15,0.013267644340028159,0.724945177620208,0.9701680664962894,0.8454706081155662,0.9245614623652845,12.129800088714262,1.7272362870061158
12645975,5,gap_heavy,minls_0p5d,0.5,5,long_deeper_slow,10.0,8.0,0.0005,0.75,0.020969831899798272,0.45413211590355207,0.6801929864653669,0.6511676602865356,0.9333948059101085,58.34687642358922,4.586210642201853
1431344,5,gap_heavy,minls_1d,1.0,0,short_shallow_fast,2.0,2.0,0.0002,0.15,0.01328969728215662,0.914972988256561,1.012303364895227,0.9848758908273612,0.983149858670979,13.357424027037835,6.956337877195826
1431344,5,gap_heavy,minls_1d,1.0,1,medium_deeper_fast,2.0,4.0,0.0005,0.45,0.020978642021184858,0.866917852092861,1.007275119741531,0.9212573460906403,0.9883717190928485,43.840205416923304,23.579061581043486
1431344,5,gap_heavy,minls_1d,1.0,2,short_deeper_midperiod,5.0,2.0,0.0005,0.75,0.021013654312968692,0.9245874657054742,0.9981819121821262,0.9849500098279451,0.9814373460598448,20.136587953042284,11.284655878211145
1431344,5,gap_heavy,minls_1d,1.0,3,long_shallow_midperiod,5.0,8.0,0.0002,0.45,0.01326234296684581,0.7309724936225896,0.8396650155323278,0.8354422471051016,0.9849672930746876,22.319531373966907,7.5949038703838605
1431344,5,gap_heavy,minls_1d,1.0,4,medium_shallow_slow,10.0,4.0,0.0002,0.15,0.013267644616172766,0.8708977609445695,0.975444935149801,0.9270006770323653,0.9768108669376072,8.08402401322195,4.32532327818296
1431344,5,gap_heavy,minls_1d,1.0,5,long_deeper_slow,10.0,8.0,0.0005,0.75,0.020969832009878304,0.7223038023784757,0.8473777808703687,0.8348868247689867,0.9848705817901632,40.817644435230704,13.421482000421824
1431344,5,gap_heavy,minls_0p75d,0.75,0,short_shallow_fast,2.0,2.0,0.0002,0.15,0.01328969728215662,0.8685887283057513,0.9993194040432453,0.9792252447252987,0.9660235810300145,16.807088894561232,6.938528691427712
1431344,5,gap_heavy,minls_0p75d,0.75,1,medium_deeper_fast,2.0,4.0,0.0005,0.45,0.020978642021184858,0.7966063182871492,0.9769458861152441,0.8818463978885632,0.9817236582751645,55.54942651847908,22.642486819318965
1431344,5,gap_heavy,minls_0p75d,0.75,2,short_deeper_midperiod,5.0,2.0,0.0005,0.75,0.021013654312968692,0.9056766603479268,0.9993294936618459,0.980504500579535,0.970816442647366,22.427324949489645,11.269621966497526
1431344,5,gap_heavy,minls_0p75d,0.75,3,long_shallow_midperiod,5.0,8.0,0.0002,0.45,0.01326234296684581,0.6665803076858359,0.7987804624654449,0.7880874144860109,0.9767623091509846,24.651797893129537,7.187301538508462
1431344,5,gap_heavy,minls_0p75d,0.75,4,medium_shallow_slow,10.0,4.0,0.0002,0.15,0.013267644616172766,0.8396845389353589,0.9693775410137776,0.9067404799659577,0.9658404724029832,8.910921247819612,4.24431053280015
1431344,5,gap_heavy,minls_0p75d,0.75,5,long_deeper_slow,10.0,8.0,0.0005,0.75,0.020969832009878304,0.6529613211564131,0.80700269054653,0.7854173939120142,0.9764521625076369,45.303273269082034,12.666569379561983
1431344,5,gap_heavy,minls_0p5d,0.5,0,short_shallow_fast,2.0,2.0,0.0002,0.15,0.01328969728215662,0.8319430639859917,1.002512992821597,0.9798480621766132,0.9431651043237788,19.42716594427349,6.86256222977683
