configuration,transit_window,center_time,time,phase_days,normalized_flux,injected_flux,in_transit,predicted_background,filtered_background,kalman_residual,kalman_gain
mle_injected_reference,2,534.5112269027813,534.1776249810573,-0.33360192172403913,-5.7216498904333335e-06,-5.7216498904333335e-06,False,-5.5915223603642535e-05,-1.4840060097217466e-05,5.01935737132092e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.1980590015446,-0.31316790123673854,-8.559814836084367e-05,-8.559814836084367e-05,False,-1.4840060097217466e-05,-7.274388781502032e-05,-7.07580882636262e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.2184930215735,-0.2927338812078233,9.273604822412906e-05,9.273604822412906e-05,False,-7.274388781502032e-05,6.267415332063327e-05,0.00016547993603914938,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.2389270416024,-0.27229986117890803,9.460549818873787e-06,9.460549818873787e-06,False,6.267415332063327e-05,1.912759341458638e-05,-5.321360350175948e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.2593610616241,-0.25186584115726873,-8.865724830220412e-05,-8.865724830220412e-05,False,1.912759341458638e-05,-6.907652654561898e-05,-0.00010778484171679049,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.2797950811873,-0.23143182159401476,-3.0534349415245465e-05,-3.0534349415245465e-05,False,-6.907652654561898e-05,-3.7536109906445396e-05,3.854217713037352e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.3002291007506,-0.2109978020307608,8.922374829145596e-05,8.922374829145596e-05,False,-3.7536109906445396e-05,6.619593219279722e-05,0.00012675985819790136,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.3206631203066,-0.19056378247478278,5.172144900944531e-05,5.172144900944531e-05,False,6.619593219279722e-05,5.435095445074182e-05,-1.4474483183351915e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.3410971394042,-0.1701297633771901,-1.8694499641647155e-06,-1.8694499641647155e-06,False,5.435095445074182e-05,8.34382379823938e-06,-5.622040441490654e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.361531058501,-0.14969584428035887,-5.38174989694884e-06,-5.38174989694884e-06,False,8.34382379823938e-06,-2.8882950178188564e-06,-1.372557369518822e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.3819651775921,-0.1292617251892807,-0.00017068644673134958,-0.00017068644673134958,False,-2.8882950178188564e-06,-0.00014020341342500594,-0.00016779815171353072,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.4023991964568,-0.10882770632451866,-0.00018530214645151588,-0.00018530214645151588,False,-0.00014020341342500594,-0.00017710928993383503,-4.509873302650994e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.422833115088,-0.08839378769334871,-0.00012151424767303798,-0.00012151424767303798,False,-0.00017710928993383503,-0.0001316139150865188,5.559504226079705e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.4432672334806,-0.06795966930076247,-0.00015652394700260697,-0.001156523947002607,True,-0.0001316139150865188,-0.0009703337755384925,-0.0010249100319160882,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.4637012518797,-0.04752565090166172,-7.075584864502105e-05,-0.001070755848645021,True,-0.0009703337755384925,-0.0010525126834615064,-0.00010042207310652861,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.484135270046,-0.027091632735391613,-5.466724895308861e-05,-0.0010546672489530886,True,-0.0010525126834615064,-0.0010542758400432174,-2.1545654915822512e-06,0.8183351068229582
