kepid
8013419
8150320
3835670
8030148
10973814
10395381
4044005
8435247
8414907
4043190
10785538
10928043
4079535
11446443
10666592
10340423
10464078
8255887
11414511
6022556
8302450
11812062
6428700
8605074
6435936
2307199
6677256
10342065
6948054
9159275
9166862
10141900
892772
2309719
2721030
3329204
3547091
3832474
3836375
7684873
3228824
3655332
3344419
5963222
5982353
3130300
8552565
4664847
9605514
3228959
3942446
7663691
9772531
5820218
3109930
12252424
8742590
5283542
9825625
3116412
10879208
3531558
5372966
7849854
1026957
10002261
12105051
6292162
3438507
7877496
8277797
11074178
8689793
11288051
3097926
10489206
11125936
11337141
6762829
8197343
6205897
9111849
8164012
9964670
8282651
9728465
9532710
5857540
6851425
4570931
11254382
9641018
10904857
9729691
9164836
3629967
2693736
10663396
11462341
3342794
11342416
11176127
12020218
4918309
4830605
4832197
11601584
10153855
9351920
10549023
6209798
6525249
11705004
11824786
7375348
8572936
12691412
9156585
2581191
3002478
12454461
10415227
11037335
5542466
5269467
5357470
5360920
8444552
5526527
11614617
11450414
9279354
8168187
4049901
8380709
5436013
7102227
6960913
6837146
8692861
5526717
5529643
11760231
3328026
8260902
4248120
12071037
8494617
10341905
9631995
5110423
5444384
9834040
10674871
4829935
9269042
8256453
11669125
5438757
10024701
10336951
6891366
10158418
3128793
4157325
2449431
5384079
9517393
10864531
11520459
4473226
2854181
10132832
12120484
10024051
10419312
7047207
12120943
5024450
5282049
9940565
7220429
10019708
8552719
7097965
3967326
5467124
10684670
5621586
7543649
9480310
7984047
10019399
4149450
8167996
9349482
12164770
7204981
7120108
6343170
8631504
7972785
7287683
7955580
9655129
9838975
9006186
10544677
12401863
9845898
11922678
9653622
7446631
9100484
5308663
9836959
5801571
9911882
9019191
5219234
5184584
10614012
8240797
2985767
8235924
9712350
9391208
6803202
9836149
10854546
6200235
9205907
5956787
8081905
10527135
8916492
11821363
7629518
3230805
6584273
6066379
6603043
12784167
4864734
3656121
10089911
7773179
9823519
3328080
3858917
9763612
4848423
9948002
6312521
4386047
5103998
8636434
6045250
4544572
7584650
10518399
8360640
6063220
8430964
7603200
4663658
7457278
7177555
7889486
5213404
11671429
8030339
9655005
4679687
10275766
5817986
4848424
9959494
8589731
11518142
3114667
10360722
11197853
11129258
4939533
6071903
7293937
11905409
3219037
5710069
8812045
3101923
4659255
2446623
12107021
9178185
8258160
6806695
11858979
4346178
10363281
8415200
10341917
7582689
7130418
2445975
2019076
7376490
4075067
5530112
6226908
10186945
5953297
9693006
8753657
11189311
8882847
5193077
8231667
3348093
3442054
9592850
9692557
11565544
6058816
9366988
9405541
8765560
11253827
6467363
8709688
5307990
11044779
5818068
4847843
10275074
8559589
4372765
3338660
3836558
8197793
6587796
6928906
6286155
4850961
3858804
10591855
7749773
3642289
7186665
6388770
6964159
3529290
9117416
3240159
9532421
5653849
11564013
5966810
5688683
8951205
3747817
6432345
5513866
7821010
9532424
4385148
4366323
5392897
3236705
11568987
8376848
10265602
5097470
9008737
6345732
5440317
10285631
1995732
6947164
10091110
10259029
7877818
3124420
3348090
10661778
8703887
6028860
8826007
8104030
6612327
7115291
7987086
11074541
3335813
6973796
5650314
6516874
8868649
11967788
6349881
6346809
6545051
7281454
6307062
11651712
10491544
2166200
5478083
5649836
2581554
8781480
10858803
9730163
10275805
7613246
3231120
6531496
7362696
8885643
11127479
9149789
7019524
8560804
4848321
8417078
9851845
9459162
2987433
10007492
8890783
10990886
4150701
11252617
3548622
7031430
7133294
7905106
7891294
3341760
3439031
6128027
6182019
3834360
4863753
4908495
7901016
6525106
5389956
12108364
10026502
8355131
3542117
3758499
8480642
10535708
10552151
4742420
11975363
3831523
4940201
5471271
4252322
10526887
5476671
6665860
3098605
3745690
3848665
6443093
8561192
10777591
2161949
2162994
3851134
6463499
2830919
8644911
10855545
10933306
5816144
2308957
3938073
3972432
3973504
9402583
4861784
4138008
6594945
8766285
7830321
7877820
2438061
2576197
5025294
9216775
9345819
5955621
4455763
6695801
6762188
8939211
11341314
9589524
8023317
4454752
5083252
5091614
9541089
8396660
11519187
2578017
10118266
7117549
2986833
6864891
8230809
2708172
4261960
5111801
9406892
5308537
4579598
9577855
8700895
9474232
7098255
6522824
9955262
11615258
9703198
2852560
5174920
3548639
8508126
6290935
9597729
3438976
11076276
4919550
4946581
12253490
4380283
4445630
5035972
7046035
8397947
4996558
5039053
5094412
5113146
9456887
9532123
10187017
8653134
10722485
10342248
9777290
6289344
8492101
6343576
11181260
5651829
5174677
7662502
7731281
12736658
3530668
9851123
9093086
3230206
3230227
4540632
4544623
4569590
9899630
5780855
10329196
5033823
6358937
5769810
7747091
7800285
7829836
9847239
3831911
9394605
9479460
5298620
5308778
5371777
10730070
6369131
3526331
10810859
5563057
5565261
7101828
11616596
9240664
7211879
8652577
9947389
4587135
9822284
9954225
9774400
11357664
4157052
10006641
10815916
6929285
10616679
4840672
2578811
8043968
8075618
8105398
9962595
5470960
