trial,max_power,best_period,best_duration,best_epoch,best_depth
42,41.66268305648546,5.918918918918919,0.36875,445.27685190278135,9.886507059736741e-05
43,47.47176114823308,14.775775775775776,0.41875,457.6768519027813,0.00016487703966893658
44,44.738458664861994,13.094094094094094,0.41875,456.10185190278133,0.0001431749949225854
45,40.34081219109615,13.304304304304305,0.41875,448.77685190278135,0.00013737082853341147
46,46.051403236414885,13.85085085085085,0.41875,453.5518519027813,0.00014736083078790245
47,56.636230035667154,9.73073073073073,0.41875,448.01435190278136,0.00015267168456999905
48,59.886436655977455,9.17017017017017,0.41875,447.78310190278137,0.00016967836105733823
49,41.66583837336347,12.65965965965966,0.41875,444.2081019027813,0.00012476621272106445
50,46.79234525420885,13.22022022022022,0.3125,449.65497690278136,0.0001840455602873667
51,47.05434503265505,12.65965965965966,0.41875,446.22685190278133,0.00014049153794895087
52,51.8187117806847,11.006006006006006,0.36875,452.1456019027813,0.00016479926344066865
53,46.92478201790359,14.243243243243244,0.41875,455.79560190278136,0.0001623639462133732
54,39.08001638554693,10.94994994994995,0.41875,452.16435190278133,0.00011742933688925176
55,46.71388704034518,13.80880880880881,0.2625,448.84247690278136,0.0002028686000943252
56,47.671990266288354,6.465465465465465,0.41875,446.40810190278137,0.00010727078361876182
57,37.050186238551746,6.087087087087087,0.41875,445.21435190278135,8.209714681780727e-05
58,43.844220105808226,10.613613613613614,0.41875,452.53935190278133,0.0001232032397255573
59,47.38832364488628,7.8108108108108105,0.36875,445.28935190278133,0.00012406898180719776
60,42.49591114777139,12.967967967967969,0.41875,443.77685190278135,0.00012798760772997003
61,49.32001505283293,8.60960960960961,0.3125,447.9424769027813,0.00014601279529526391
62,40.48800568760479,13.122122122122121,0.36875,443.81435190278137,0.00012823006617513719
63,46.245357496351204,9.68868868868869,0.3125,451.48622690278137,0.00015014728250066704
64,51.70539507625003,13.626626626626626,0.2625,455.5987269027813,0.00020765337383195267
65,41.995110217219754,9.198198198198199,0.41875,449.02685190278135,0.00011806665295987816
66,56.15072472937154,8.3013013013013,0.41875,448.95185190278136,0.0001448184195748229
67,42.99143213375141,13.416416416416416,0.41875,453.90810190278137,0.00013805637489460498
68,54.47354949062787,4.573573573573574,0.41875,445.52685190278135,0.00010457004462800921
69,40.53429509652992,7.376376376376376,0.41875,447.03310190278137,9.667993769549257e-05
70,46.13712317619012,14.327327327327327,0.41875,452.63935190278136,0.00016032194776951944
71,43.55958388031413,7.936936936936937,0.41875,444.72060190278137,0.00010785592260767376
72,42.52406940573958,7.936936936936937,0.3125,444.11122690278137,0.00012624215683873882
73,47.88825564857039,13.402402402402402,0.41875,452.22060190278137,0.00015228007368311693
74,48.33940353004399,13.346346346346346,0.41875,449.72685190278133,0.0001563442728238286
75,48.2043631776246,11.72072072072072,0.41875,450.47685190278133,0.0001439629789002375
76,48.740067864893035,7.866866866866867,0.3125,447.34247690278136,0.00013597753188630447
77,44.30116816618868,9.604604604604605,0.41875,446.28935190278133,0.00012582824318924378
78,44.65691751235111,12.225225225225225,0.36875,455.57685190278136,0.00015906761392168436
79,46.126609714544266,5.848848848848848,0.41875,445.1143519027813,0.00010016207884171989
80,50.737232472869565,9.884884884884885,0.41875,447.47685190278133,0.00013675681961442158
81,42.11353236788397,14.06106106106106,0.41875,456.42060190278136,0.00014456734749849725
82,44.742732089206285,12.225225225225225,0.41875,445.72060190278137,0.0001336230359219702
83,45.94912514899966,13.5005005005005,0.41875,455.65810190278137,0.00014751701174702548
84,44.38077600376016,11.81881881881882,0.41875,450.74560190278135,0.0001337115094544562
85,42.810514913353764,12.533533533533534,0.41875,443.72060190278137,0.00012857715685803473
86,51.91800095288369,7.138138138138138,0.41875,448.2081019027813,0.00012320804202951423
87,43.83281602901269,13.164164164164164,0.41875,445.22685190278133,0.00013083030293520735
88,47.94180671469966,11.3003003003003,0.41875,444.32685190278136,0.0001343963562800381
89,45.0699941133309,12.813813813813814,0.41875,444.75185190278137,0.00013496152270203949
90,44.07613463286675,9.422422422422422,0.41875,452.68310190278135,0.000119084575328386
91,45.68388110902895,10.22122122122122,0.41875,443.95185190278136,0.00012255671547724408
92,47.579099505450436,12.393393393393394,0.41875,449.6768519027813,0.00014330402350176065
93,43.43370954500635,14.873873873873874,0.41875,451.4893519027813,0.0001485235277702044
94,44.165808188421266,14.285285285285285,0.41875,452.25185190278137,0.0001408235457643361
95,56.4519838522202,11.482482482482482,0.2625,445.22997690278135,0.00019927166459062347
96,36.81534097372578,7.39039039039039,0.41875,444.8331019027813,9.13369237520903e-05
97,47.90359944392526,7.558558558558558,0.41875,447.45185190278136,0.00011637599588861923
98,51.61746958432606,11.79079079079079,0.41875,445.44560190278133,0.000166997284712471
99,53.91254561070781,4.167167167167167,0.41875,446.08935190278135,0.00010250928123293304
100,49.71329343671544,13.416416416416416,0.3125,452.92997690278133,0.00018259162910386166
101,46.48125839519206,4.405405405405405,0.41875,444.78935190278133,8.865489687531769e-05
102,45.059191418808965,13.22022022022022,0.41875,453.20185190278136,0.00014279638625878924
103,41.53720643516233,14.551551551551551,0.41875,450.9581019027813,0.00014037642319126583
104,45.717440547928305,5.484484484484485,0.41875,447.2081019027813,9.642374084444216e-05
105,45.77141297094935,14.887887887887889,0.41875,443.7393519027813,0.00014646918910037442
106,47.34701467761022,6.787787787787788,0.41875,446.28310190278137,0.00010897276470555845
107,39.26585655899737,13.696696696696696,0.41875,447.69560190278133,0.00013167551588830578
108,51.40046116061993,9.66066066066066,0.2625,448.31122690278136,0.00017365778588527883
109,44.60679832465645,5.428428428428428,0.41875,445.8643519027813,9.284481565288241e-05
110,49.31639493327872,10.66966966966967,0.41875,444.2393519027813,0.00014514813381359424
111,43.560905534656214,13.71071071071071,0.41875,444.22685190278133,0.0001385205630269301
112,43.735103651838195,14.06106106106106,0.41875,451.74560190278135,0.0001399585183328291
113,56.66918840454393,10.893893893893894,0.41875,447.84560190278137,0.00016011776205478195
114,50.77442673699266,10.515515515515515,0.41875,447.21435190278135,0.00014312420908642518
115,50.506703359410245,10.781781781781781,0.41875,452.9893519027813,0.00015267492048373806
116,50.43647691588189,10.333333333333334,0.41875,446.3331019027813,0.00014293277507399968
117,50.22544175637851,14.36936936936937,0.2625,456.26747690278137,0.0002167512820267056
118,54.38230582653136,12.30930930930931,0.41875,449.77685190278135,0.0001633122592227932
119,47.739485968548934,11.81881881881882,0.41875,446.81435190278137,0.00014302772823686951
120,45.09620508360645,12.533533533533534,0.2625,447.6924769027813,0.0001687043314466945
121,48.45707548625196,8.763763763763762,0.41875,444.35810190278136,0.00012469626144170201
122,44.23150576867299,4.90990990990991,0.3125,446.92372690278137,0.00010162457352908642
123,46.595852281329734,12.28128128128128,0.41875,448.35810190278136,0.0001395535141939484
124,40.50886525370717,10.487487487487487,0.41875,446.23310190278136,0.00011538999523958034
125,46.22382317601705,9.086086086086086,0.41875,448.0518519027813,0.00013063299972823942
126,50.573465779365435,13.87887887887888,0.41875,451.25810190278133,0.00016243107765745153
127,46.30035029252769,9.96896896896897,0.41875,445.28935190278133,0.00013011336618963385
128,41.117867395527675,1.3923923923923924,0.41875,443.75185190278137,5.013450772637897e-05
129,47.78434899776148,3.004004004004004,0.41875,445.38935190278136,7.728584572148589e-05
130,42.98470835906636,11.81881881881882,0.41875,451.79560190278136,0.0001379981377578469
131,44.24519069056015,10.347347347347347,0.41875,444.24560190278135,0.0001252663869018365
132,51.39756193195365,12.58958958958959,0.41875,445.32685190278136,0.00015392995364962387
133,52.158295522688576,5.2742742742742745,0.41875,448.53310190278137,0.00010942411572751109
134,51.02853403916878,10.025025025025025,0.41875,445.65810190278137,0.00014564949449223538
135,44.40409791668275,11.398398398398399,0.2625,447.36122690278137,0.00017757467364253976
136,36.660711690465064,9.436436436436436,0.41875,449.1456019027813,9.931027176051586e-05
137,39.70823910460724,8.063063063063062,0.41875,448.88935190278136,9.810807399839242e-05
138,42.35391500037503,7.348348348348348,0.3125,447.05497690278133,0.00011610923114144216
139,43.55479781098164,8.595595595595595,0.3125,443.6924769027813,0.00013122355054705906
140,41.539173739270346,4.153153153153153,0.41875,444.68310190278135,7.63750650162829e-05
141,38.079722606723124,14.78978978978979,0.41875,452.54560190278136,0.00013072320396881096
142,47.35758719472064,10.095095095095095,0.41875,444.2081019027813,0.0001276662752869579
143,40.386656743348986,10.557557557557557,0.41875,450.23310190278136,0.00011472041887991487
144,42.35673078763975,14.943943943943944,0.41875,454.20185190278136,0.00014538666446020467
145,44.09164366632729,9.492492492492492,0.41875,444.75810190278133,0.00011946820361085729
146,52.107133473426245,9.96896896896897,0.41875,450.2706019027813,0.00014690545715713438
147,41.6038469761434,14.915915915915916,0.41875,449.48310190278136,0.0001417410360957427
148,54.40893401427107,8.637637637637638,0.41875,448.02685190278135,0.00014000451418326072
149,41.190276334881304,9.31031031031031,0.41875,450.10810190278136,0.00011158304200854492
150,47.544614386726806,6.493493493493493,0.41875,445.13935190278136,0.00010552124083714211
151,50.01644413529055,12.21121121121121,0.41875,444.7706019027813,0.00015162044814050134
152,57.98189963775327,13.528528528528529,0.41875,445.56435190278137,0.00018628201186157294
153,44.84722026368637,12.057057057057056,0.41875,451.0831019027813,0.0001434695805730491
154,43.438021510406934,12.645645645645645,0.41875,446.3331019027813,0.00012968874349458706
155,63.48337049112368,14.327327327327327,0.41875,451.9581019027813,0.00020172039515863586
156,45.712845055006085,2.681681681681682,0.41875,445.47685190278133,7.126597615293309e-05
157,43.84726004740067,9.842842842842844,0.41875,451.34560190278137,0.0001236129204325971
158,44.959240003299904,4.797797797797798,0.36875,443.8018519027813,9.28626497105961e-05
159,46.935605523579866,12.995995995995996,0.41875,452.1768519027813,0.00015987172282451022
160,50.080678050512006,13.892892892892894,0.41875,445.2706019027813,0.00016034674779108373
161,50.95744537554501,7.880880880880881,0.41875,446.20185190278136,0.00012717039801943373
162,44.99313395412843,12.44944944944945,0.41875,451.43935190278137,0.00014709340187989438
163,58.27105123752279,4.125125125125125,0.41875,444.2081019027813,0.00010704272278109623
164,50.09138502277356,14.691691691691691,0.41875,456.82060190278133,0.00017398533364388922
165,44.982446793709286,7.376376376376376,0.41875,446.3956019027813,0.00011008793619417034
166,41.603463618538306,7.376376376376376,0.41875,445.42060190278136,0.00010443218187396208
167,48.09296833648079,14.27127127127127,0.41875,445.8331019027813,0.00015343578219767284
168,45.38924897030381,10.753753753753754,0.41875,445.31435190278137,0.00012826780668347924
169,48.99367975710511,13.192192192192191,0.41875,445.3643519027813,0.00014708581995947115
170,50.45965010306912,11.006006006006006,0.3125,444.67372690278137,0.0001661049210026936
171,42.53655419320669,11.762762762762762,0.21250000000000002,453.22997690278135,0.00017580437169443486
172,49.8529003951589,4.321321321321321,0.41875,445.80810190278135,9.559487032120922e-05
173,47.86262508761276,13.73873873873874,0.41875,453.7393519027813,0.00015263098770432377
174,42.81161191665754,14.635635635635635,0.3125,457.14247690278137,0.00017206981838068482
175,46.139776182269024,2.2612612612612613,0.41875,445.07060190278133,6.609968712054391e-05
176,36.49610014675983,10.767767767767769,0.3125,448.76747690278137,0.00011971614737698895
177,43.972549724978435,8.497497497497498,0.41875,445.05810190278135,0.00011643283873547071
178,43.84369361409283,12.967967967967969,0.41875,447.29560190278136,0.00013326691576352767
179,45.31262506629201,2.2192192192192195,0.41875,445.54560190278136,6.46860792745744e-05
180,44.30630441172888,14.957957957957959,0.3125,447.79872690278137,0.0001672817477821362
181,47.6819845329402,11.16016016016016,0.41875,448.22060190278137,0.00014151906135479833
182,48.80430571327666,7.348348348348348,0.41875,443.72685190278133,0.00011664241227013018
183,39.25528828212506,5.386386386386387,0.41875,444.26435190278136,8.016369726998243e-05
184,50.58869537479971,6.171171171171171,0.41875,446.10185190278133,0.00011147231723132413
185,45.23752833797422,12.323323323323324,0.36875,450.29560190278136,0.00014728512878358667
186,42.27739389952887,12.225225225225225,0.41875,451.43310190278135,0.00013570451494035815
187,41.99548757158285,14.831831831831831,0.41875,444.78310190278137,0.00014703770411417794
188,39.83444392679546,11.762762762762762,0.41875,452.97060190278137,0.0001185639335693745
189,37.23045845494623,10.641641641641641,0.41875,448.84560190278137,0.00010576425530224918
190,50.424020960526015,6.885885885885886,0.41875,447.30810190278135,0.00011719178784393645
191,47.03759274101186,3.6486486486486487,0.41875,445.7393519027813,8.37615969068967e-05
192,53.62641799572706,5.344344344344345,0.3125,444.2862269027813,0.00012635846311045705
193,48.88428330189364,13.206206206206206,0.41875,444.68935190278137,0.0001463331678596003
194,47.94565501532292,6.955955955955956,0.41875,448.53935190278133,0.00011965512854638928
195,50.14133306652456,11.398398398398399,0.3125,447.29872690278137,0.00018682942837560144
196,49.39902619825543,3.4104104104104103,0.41875,446.72685190278133,8.474651593563325e-05
197,38.66304556776877,14.173173173173174,0.41875,452.45185190278136,0.00012369312770642464
198,40.32675156450597,11.902902902902904,0.41875,453.10185190278133,0.00012072883170232967
199,46.97579514602624,14.85985985985986,0.41875,453.22060190278137,0.0001619050754748307
